,State,Date,New Cases,New Deaths
0,Alabama,2020-01-23,0,0
1,Alabama,2020-01-24,0,0
2,Alabama,2020-01-25,0,0
3,Alabama,2020-01-26,0,0
4,Alabama,2020-01-27,0,0
5,Alabama,2020-01-28,0,0
6,Alabama,2020-01-29,0,0
7,Alabama,2020-01-30,0,0
8,Alabama,2020-01-31,0,0
9,Alabama,2020-02-01,0,0
10,Alabama,2020-02-02,0,0
11,Alabama,2020-02-03,0,0
12,Alabama,2020-02-04,0,0
13,Alabama,2020-02-05,0,0
14,Alabama,2020-02-06,0,0
15,Alabama,2020-02-07,0,0
16,Alabama,2020-02-08,0,0
17,Alabama,2020-02-09,0,0
18,Alabama,2020-02-10,0,0
19,Alabama,2020-02-11,0,0
20,Alabama,2020-02-12,0,0
21,Alabama,2020-02-13,0,0
22,Alabama,2020-02-14,0,0
23,Alabama,2020-02-15,0,0
24,Alabama,2020-02-16,0,0
25,Alabama,2020-02-17,0,0
26,Alabama,2020-02-18,0,0
27,Alabama,2020-02-19,0,0
28,Alabama,2020-02-20,0,0
29,Alabama,2020-02-21,0,0
30,Alabama,2020-02-22,0,0
31,Alabama,2020-02-23,0,0
32,Alabama,2020-02-24,0,0
33,Alabama,2020-02-25,0,0
34,Alabama,2020-02-26,0,0
35,Alabama,2020-02-27,0,0
36,Alabama,2020-02-28,0,0
37,Alabama,2020-02-29,0,0
38,Alabama,2020-03-01,0,0
39,Alabama,2020-03-02,0,0
40,Alabama,2020-03-03,0,0
41,Alabama,2020-03-04,0,0
42,Alabama,2020-03-05,0,0
43,Alabama,2020-03-06,0,0
44,Alabama,2020-03-07,0,0
45,Alabama,2020-03-08,0,0
46,Alabama,2020-03-09,0,0
47,Alabama,2020-03-10,0,0
48,Alabama,2020-03-11,3,0
49,Alabama,2020-03-12,1,0
50,Alabama,2020-03-13,4,0
51,Alabama,2020-03-14,7,0
52,Alabama,2020-03-15,13,0
53,Alabama,2020-03-16,8,0
54,Alabama,2020-03-17,15,0
55,Alabama,2020-03-18,10,1
56,Alabama,2020-03-19,27,3
57,Alabama,2020-03-20,27,1
58,Alabama,2020-03-21,34,2
59,Alabama,2020-03-22,31,3
60,Alabama,2020-03-23,44,2
61,Alabama,2020-03-24,70,5
62,Alabama,2020-03-25,173,14
63,Alabama,2020-03-26,102,7
64,Alabama,2020-03-27,108,1
65,Alabama,2020-03-28,117,5
66,Alabama,2020-03-29,79,9
67,Alabama,2020-03-30,121,9
68,Alabama,2020-03-31,62,6
69,Alabama,2020-04-01,112,11
70,Alabama,2020-04-02,196,16
71,Alabama,2020-04-03,235,20
72,Alabama,2020-04-04,121,12
73,Alabama,2020-04-05,177,7
74,Alabama,2020-04-06,173,6
75,Alabama,2020-04-07,229,16
76,Alabama,2020-04-08,306,26
77,Alabama,2020-04-09,340,28
78,Alabama,2020-04-10,158,8
79,Alabama,2020-04-11,234,25
80,Alabama,2020-04-12,321,18
81,Alabama,2020-04-13,202,14
82,Alabama,2020-04-14,171,15
83,Alabama,2020-04-15,265,21
84,Alabama,2020-04-16,158,16
85,Alabama,2020-04-17,92,10
86,Alabama,2020-04-18,230,21
87,Alabama,2020-04-19,190,19
88,Alabama,2020-04-20,184,17
89,Alabama,2020-04-21,241,26
90,Alabama,2020-04-22,289,31
91,Alabama,2020-04-23,206,16
92,Alabama,2020-04-24,192,24
93,Alabama,2020-04-25,182,30
94,Alabama,2020-04-26,201,9
95,Alabama,2020-04-27,146,12
96,Alabama,2020-04-28,199,8
97,Alabama,2020-04-29,159,15
98,Alabama,2020-04-30,207,10
99,Alabama,2020-05-01,254,14
100,Alabama,2020-05-02,260,11
101,Alabama,2020-05-03,278,18
102,Alabama,2020-05-04,225,8
103,Alabama,2020-05-05,317,17
104,Alabama,2020-05-06,248,17
105,Alabama,2020-05-07,344,18
106,Alabama,2020-05-08,321,21
107,Alabama,2020-05-09,283,21
108,Alabama,2020-05-10,260,25
109,Alabama,2020-05-11,280,14
110,Alabama,2020-05-12,305,19
111,Alabama,2020-05-13,255,15
112,Alabama,2020-05-14,339,15
113,Alabama,2020-05-15,332,15
114,Alabama,2020-05-16,334,11
115,Alabama,2020-05-17,309,13
116,Alabama,2020-05-18,299,10
117,Alabama,2020-05-19,386,27
118,Alabama,2020-05-20,359,23
119,Alabama,2020-05-21,404,11
120,Alabama,2020-05-22,364,19
121,Alabama,2020-05-23,374,14
122,Alabama,2020-05-24,351,9
123,Alabama,2020-05-25,633,13
124,Alabama,2020-05-26,589,17
125,Alabama,2020-05-27,363,14
126,Alabama,2020-05-28,485,12
127,Alabama,2020-05-29,514,15
128,Alabama,2020-05-30,427,9
129,Alabama,2020-05-31,513,11
130,Alabama,2020-06-01,324,10
131,Alabama,2020-06-02,209,9
132,Alabama,2020-06-03,220,6
133,Alabama,2020-06-04,308,14
134,Alabama,2020-06-05,648,13
135,Alabama,2020-06-06,444,11
136,Alabama,2020-06-07,421,12
137,Alabama,2020-06-08,490,9
138,Alabama,2020-06-09,567,16
139,Alabama,2020-06-10,824,25
140,Alabama,2020-06-11,709,10
141,Alabama,2020-06-12,1033,27
142,Alabama,2020-06-13,959,32
143,Alabama,2020-06-14,820,18
144,Alabama,2020-06-15,302,13
145,Alabama,2020-06-16,548,13
146,Alabama,2020-06-17,903,29
147,Alabama,2020-06-18,734,20
148,Alabama,2020-06-19,547,9
149,Alabama,2020-06-20,458,13
150,Alabama,2020-06-21,439,5
151,Alabama,2020-06-22,650,18
152,Alabama,2020-06-23,1120,25
153,Alabama,2020-06-24,986,24
154,Alabama,2020-06-25,997,19
155,Alabama,2020-06-26,1021,20
156,Alabama,2020-06-27,179,7
157,Alabama,2020-06-28,1418,32
158,Alabama,2020-06-29,1083,15
159,Alabama,2020-06-30,885,30
160,Alabama,2020-07-01,1165,27
161,Alabama,2020-07-02,1689,31
162,Alabama,2020-07-03,913,24
163,Alabama,2020-07-04,958,15
164,Alabama,2020-07-05,799,14
165,Alabama,2020-07-06,902,28
166,Alabama,2020-07-07,1396,26
167,Alabama,2020-07-08,1784,42
168,Alabama,2020-07-09,1503,42
169,Alabama,2020-07-10,1631,25
170,Alabama,2020-07-11,1469,38
171,Alabama,2020-07-12,1975,50
172,Alabama,2020-07-13,1390,25
173,Alabama,2020-07-14,2099,50
174,Alabama,2020-07-15,1908,41
175,Alabama,2020-07-16,1931,49
176,Alabama,2020-07-17,2021,47
177,Alabama,2020-07-18,2031,36
178,Alabama,2020-07-19,1556,39
179,Alabama,2020-07-20,1499,43
180,Alabama,2020-07-21,1357,33
181,Alabama,2020-07-22,1986,42
182,Alabama,2020-07-23,2071,54
183,Alabama,2020-07-24,2102,48
184,Alabama,2020-07-25,1385,44
185,Alabama,2020-07-26,1759,33
186,Alabama,2020-07-27,1307,45
187,Alabama,2020-07-28,1451,58
188,Alabama,2020-07-29,1945,38
189,Alabama,2020-07-30,2004,38
190,Alabama,2020-07-31,1599,32
191,Alabama,2020-08-01,2025,35
192,Alabama,2020-08-02,1153,32
193,Alabama,2020-08-03,1045,36
194,Alabama,2020-08-04,949,32
195,Alabama,2020-08-05,1866,37
196,Alabama,2020-08-06,1716,25
197,Alabama,2020-08-07,1848,29
198,Alabama,2020-08-08,935,23
199,Alabama,2020-08-09,1612,21
200,Alabama,2020-08-10,926,40
201,Alabama,2020-08-11,1067,41
202,Alabama,2020-08-12,734,20
203,Alabama,2020-08-13,751,8
204,Alabama,2020-08-14,1114,28
205,Alabama,2020-08-15,827,16
206,Alabama,2020-08-16,742,18
207,Alabama,2020-08-17,1423,46
208,Alabama,2020-08-18,1318,36
209,Alabama,2020-08-19,1281,23
210,Alabama,2020-08-20,1038,26
211,Alabama,2020-08-21,1458,46
212,Alabama,2020-08-22,592,13
213,Alabama,2020-08-23,670,16
214,Alabama,2020-08-24,556,24
215,Alabama,2020-08-25,2116,39
216,Alabama,2020-08-26,1695,23
217,Alabama,2020-08-27,1129,26
218,Alabama,2020-08-28,1829,34
219,Alabama,2020-08-29,1270,26
220,Alabama,2020-08-30,786,15
221,Alabama,2020-08-31,1539,22
222,Alabama,2020-09-01,733,21
223,Alabama,2020-09-02,1006,27
224,Alabama,2020-09-03,980,18
225,Alabama,2020-09-04,1145,26
226,Alabama,2020-09-05,539,13
227,Alabama,2020-09-06,771,6
228,Alabama,2020-09-07,523,11
229,Alabama,2020-09-08,780,18
230,Alabama,2020-09-09,1051,22
231,Alabama,2020-09-10,1073,25
232,Alabama,2020-09-11,953,14
233,Alabama,2020-09-12,1041,19
234,Alabama,2020-09-13,688,14
235,Alabama,2020-09-14,751,11
236,Alabama,2020-09-15,1039,21
237,Alabama,2020-09-16,774,13
238,Alabama,2020-09-17,1047,22
239,Alabama,2020-09-18,1336,25
240,Alabama,2020-09-19,806,4
241,Alabama,2020-09-20,742,13
242,Alabama,2020-09-21,865,13
243,Alabama,2020-09-22,648,10
244,Alabama,2020-09-23,1034,23
245,Alabama,2020-09-24,2190,27
246,Alabama,2020-09-25,951,14
247,Alabama,2020-09-26,713,19
248,Alabama,2020-09-27,633,9
249,Alabama,2020-09-28,737,13
250,Alabama,2020-09-29,1221,9
251,Alabama,2020-09-30,1167,24
252,Alabama,2020-10-01,940,21
253,Alabama,2020-10-02,1655,18
254,Alabama,2020-10-03,773,16
255,Alabama,2020-10-04,527,10
256,Alabama,2020-10-05,732,21
257,Alabama,2020-10-06,990,16
258,Alabama,2020-10-07,582,13
259,Alabama,2020-10-08,1563,27
260,Alabama,2020-10-09,1185,27
261,Alabama,2020-10-10,796,13
262,Alabama,2020-10-11,711,12
263,Alabama,2020-10-12,1088,22
264,Alabama,2020-10-13,870,21
265,Alabama,2020-10-14,1205,24
266,Alabama,2020-10-15,1212,29
267,Alabama,2020-10-16,1296,18
268,Alabama,2020-10-17,967,13
269,Alabama,2020-10-18,845,16
270,Alabama,2020-10-19,1059,19
271,Alabama,2020-10-20,1113,22
272,Alabama,2020-10-21,1371,19
273,Alabama,2020-10-22,3724,29
274,Alabama,2020-10-23,2082,19
275,Alabama,2020-10-24,1242,22
276,Alabama,2020-10-25,882,18
277,Alabama,2020-10-26,1198,16
278,Alabama,2020-10-27,1309,26
279,Alabama,2020-10-28,1483,30
280,Alabama,2020-10-29,1310,17
281,Alabama,2020-10-30,1778,26
282,Alabama,2020-10-31,1611,15
283,Alabama,2020-11-01,821,17
284,Alabama,2020-11-02,1206,16
285,Alabama,2020-11-03,1773,28
286,Alabama,2020-11-04,1396,22
287,Alabama,2020-11-05,1565,31
288,Alabama,2020-11-06,1562,32
289,Alabama,2020-11-07,1376,24
290,Alabama,2020-11-08,1140,15
291,Alabama,2020-11-09,1793,29
292,Alabama,2020-11-10,2089,32
293,Alabama,2020-11-11,1955,38
294,Alabama,2020-11-12,2916,51
295,Alabama,2020-11-13,2242,37
296,Alabama,2020-11-14,1674,22
297,Alabama,2020-11-15,1584,22
298,Alabama,2020-11-16,1562,27
299,Alabama,2020-11-17,2665,42
300,Alabama,2020-11-18,2364,44
301,Alabama,2020-11-19,2521,43
302,Alabama,2020-11-20,2337,41
303,Alabama,2020-11-21,1574,25
304,Alabama,2020-11-22,1598,31
305,Alabama,2020-11-23,2759,34
306,Alabama,2020-11-24,2489,61
307,Alabama,2020-11-25,2719,39
308,Alabama,2020-11-26,870,34
309,Alabama,2020-11-27,2029,41
310,Alabama,2020-11-28,2164,57
311,Alabama,2020-11-29,2115,57
312,Alabama,2020-11-30,3448,73
313,Alabama,2020-12-01,3846,91
314,Alabama,2020-12-02,3528,72
315,Alabama,2020-12-03,3786,74
316,Alabama,2020-12-04,3324,50
317,Alabama,2020-12-05,2134,47
318,Alabama,2020-12-06,2261,21
319,Alabama,2020-12-07,4490,84
320,Alabama,2020-12-08,3515,63
321,Alabama,2020-12-09,4671,84
322,Alabama,2020-12-10,3937,63
323,Alabama,2020-12-11,4069,47
324,Alabama,2020-12-12,2666,51
325,Alabama,2020-12-13,2208,44
326,Alabama,2020-12-14,3835,99
327,Alabama,2020-12-15,4030,93
328,Alabama,2020-12-16,4181,64
329,Alabama,2020-12-17,5282,102
330,Alabama,2020-12-18,4140,99
331,Alabama,2020-12-19,2475,42
332,Alabama,2020-12-20,2534,57
333,Alabama,2020-12-21,4936,70
334,Alabama,2020-12-22,4601,114
335,Alabama,2020-12-23,3986,103
336,Alabama,2020-12-24,3547,58
337,Alabama,2020-12-25,1065,29
338,Alabama,2020-12-26,2325,69
339,Alabama,2020-12-27,2259,54
340,Alabama,2020-12-28,3978,71
341,Alabama,2020-12-29,4889,132
342,Alabama,2020-12-30,4578,87
343,Alabama,2020-12-31,4788,77
344,Alabama,2021-01-01,3630,62
345,Alabama,2021-01-02,2501,49
346,Alabama,2021-01-03,2103,37
347,Alabama,2021-01-04,5529,167
348,Alabama,2021-01-05,4656,110
349,Alabama,2021-01-06,5125,103
350,Alabama,2021-01-07,5073,122
351,Alabama,2021-01-08,5112,93
352,Alabama,2021-01-09,2827,59
353,Alabama,2021-01-10,2059,46
354,Alabama,2021-01-11,4024,131
355,Alabama,2021-01-12,3855,104
356,Alabama,2021-01-13,3853,127
357,Alabama,2021-01-14,3216,77
358,Alabama,2021-01-15,3186,80
359,Alabama,2021-01-16,1907,39
360,Alabama,2021-01-17,1491,35
361,Alabama,2021-01-18,2439,65
362,Alabama,2021-01-19,3276,80
363,Alabama,2021-01-20,2899,66
364,Alabama,2021-01-21,3548,82
365,Alabama,2021-01-22,3257,71
366,Alabama,2021-01-23,1775,26
367,Alabama,2021-01-24,1821,38
368,Alabama,2021-01-25,2940,73
369,Alabama,2021-01-26,3110,74
370,Alabama,2021-01-27,3557,65
371,Alabama,2021-01-28,2871,52
372,Alabama,2021-01-29,2222,47
373,Alabama,2021-01-30,1838,24
374,Alabama,2021-01-31,1177,14
375,Alabama,2021-02-01,2212,53
376,Alabama,2021-02-02,2245,70
377,Alabama,2021-02-03,2732,40
378,Alabama,2021-02-04,1612,39
379,Alabama,2021-02-05,1988,39
380,Alabama,2021-02-06,1004,14
381,Alabama,2021-02-07,1058,16
382,Alabama,2021-02-08,1489,35
383,Alabama,2021-02-09,1524,67
384,Alabama,2021-02-10,1577,31
385,Alabama,2021-02-11,1260,42
386,Alabama,2021-02-12,1200,15
387,Alabama,2021-02-13,1049,9
388,Alabama,2021-02-14,650,5
389,Alabama,2021-02-15,875,21
390,Alabama,2021-02-16,958,17
391,Alabama,2021-02-17,1028,23
392,Alabama,2021-02-18,812,15
393,Alabama,2021-02-19,786,7
394,Alabama,2021-02-20,756,8
395,Alabama,2021-02-21,667,7
396,Alabama,2021-02-22,1355,22
397,Alabama,2021-02-23,1364,24
398,Alabama,2021-02-24,975,20
399,Alabama,2021-02-25,760,15
400,Alabama,2021-02-26,901,15
401,Alabama,2021-02-27,468,5
402,Alabama,2021-02-28,546,9
403,Alabama,2021-03-01,724,16
404,Alabama,2021-03-02,2683,16
405,Alabama,2021-03-03,1051,10
406,Alabama,2021-03-04,844,11
407,Alabama,2021-03-05,604,12
408,Alabama,2021-03-06,392,8
409,Alabama,2021-03-07,254,3
410,Alabama,2021-03-08,556,11
411,Alabama,2021-03-09,810,11
412,Alabama,2021-03-10,886,16
413,Alabama,2021-03-11,555,6
414,Alabama,2021-03-12,619,13
415,Alabama,2021-03-13,363,8
416,Alabama,2021-03-14,4296,6
417,Alabama,2021-03-15,475,4
418,Alabama,2021-03-16,725,10
419,Alabama,2021-03-17,566,12
420,Alabama,2021-03-18,517,14
421,Alabama,2021-03-19,534,3
422,Alabama,2021-03-20,366,8
423,Alabama,2021-03-21,298,3
424,Alabama,2021-03-22,188,9
425,Alabama,2021-03-23,900,13
426,Alabama,2021-03-24,509,6
427,Alabama,2021-03-25,455,6
428,Alabama,2021-03-26,490,11
429,Alabama,2021-03-27,316,4
430,Alabama,2021-03-28,210,2
431,Alabama,2021-03-29,378,6
432,Alabama,2021-03-30,455,8
433,Alabama,2021-03-31,458,3
434,Alabama,2021-04-01,440,9
435,Alabama,2021-04-02,355,2
436,Alabama,2021-04-03,182,1
437,Alabama,2021-04-04,119,6
438,Alabama,2021-04-05,267,7
439,Alabama,2021-04-06,418,8
440,Alabama,2021-04-07,427,5
441,Alabama,2021-04-08,339,6
442,Alabama,2021-04-09,358,6
443,Alabama,2021-04-10,299,4
444,Alabama,2021-04-11,168,3
445,Alabama,2021-04-12,1460,6
446,Alabama,2021-04-13,469,2
447,Alabama,2021-04-14,412,7
448,Alabama,2021-04-15,414,3
449,Alabama,2021-04-16,505,11
450,Alabama,2021-04-17,262,2
451,Alabama,2021-04-18,104,4
452,Alabama,2021-04-19,1446,8
453,Alabama,2021-04-20,473,10
454,Alabama,2021-04-21,658,12
455,Alabama,2021-04-22,421,9
456,Alabama,2021-04-23,415,4
457,Alabama,2021-04-24,244,2
458,Alabama,2021-04-25,252,5
459,Alabama,2021-04-26,295,7
460,Alabama,2021-04-27,426,6
461,Alabama,2021-04-28,440,5
462,Alabama,2021-04-29,410,9
463,Alabama,2021-04-30,369,5
464,Alabama,2021-05-01,239,4
465,Alabama,2021-05-02,168,8
466,Alabama,2021-05-03,355,5
467,Alabama,2021-05-04,380,6
468,Alabama,2021-05-05,585,7
469,Alabama,2021-05-06,334,9
470,Alabama,2021-05-07,425,10
471,Alabama,2021-05-08,243,4
472,Alabama,2021-05-09,117,2
473,Alabama,2021-05-10,311,6
474,Alabama,2021-05-11,372,9
475,Alabama,2021-05-12,1143,4
476,Alabama,2021-05-13,5368,14
477,Alabama,2021-05-14,1462,5
478,Alabama,2021-05-15,253,4
479,Alabama,2021-05-16,178,4
480,Alabama,2021-05-17,372,3
481,Alabama,2021-05-18,335,4
482,Alabama,2021-05-19,330,1
483,Alabama,2021-05-20,459,6
484,Alabama,2021-05-21,252,11
485,Alabama,2021-05-22,190,3
486,Alabama,2021-05-23,131,1
487,Alabama,2021-05-24,321,8
488,Alabama,2021-05-25,283,3
489,Alabama,2021-05-26,348,3
490,Alabama,2021-05-27,233,5
491,Alabama,2021-05-28,229,5
492,Alabama,2021-05-29,130,0
493,Alabama,2021-05-30,106,0
494,Alabama,2021-05-31,101,2
495,Alabama,2021-06-01,209,2
496,Alabama,2021-06-02,243,2
497,Alabama,2021-06-03,283,3
498,Alabama,2021-06-04,230,7
499,Alabama,2021-06-05,100,3
500,Alabama,2021-06-06,75,3
501,Alabama,2021-06-07,200,4
502,Alabama,2021-06-08,165,5
503,Alabama,2021-06-09,216,3
504,Alabama,2021-06-10,139,3
505,Alabama,2021-06-11,255,5
506,Alabama,2021-06-12,131,2
507,Alabama,2021-06-13,119,1
508,Alabama,2021-06-14,161,3
509,Alabama,2021-06-15,171,2
510,Alabama,2021-06-16,154,1
511,Alabama,2021-06-17,188,5
512,Alabama,2021-06-18,147,4
513,Alabama,2021-06-19,112,3
514,Alabama,2021-06-20,87,4
515,Alabama,2021-06-21,178,7
516,Alabama,2021-06-22,241,4
517,Alabama,2021-06-23,218,3
518,Alabama,2021-06-24,248,6
519,Alabama,2021-06-25,178,5
520,Alabama,2021-06-26,177,6
521,Alabama,2021-06-27,154,3
522,Alabama,2021-06-28,199,4
523,Alabama,2021-06-29,332,2
524,Alabama,2021-06-30,284,5
525,Alabama,2021-07-01,303,4
526,Alabama,2021-07-02,249,5
527,Alabama,2021-07-03,165,1
528,Alabama,2021-07-04,124,3
529,Alabama,2021-07-05,185,9
530,Alabama,2021-07-06,542,9
531,Alabama,2021-07-07,538,13
532,Alabama,2021-07-08,573,10
533,Alabama,2021-07-09,447,11
534,Alabama,2021-07-10,306,6
535,Alabama,2021-07-11,289,1
536,Alabama,2021-07-12,704,17
537,Alabama,2021-07-13,667,8
538,Alabama,2021-07-14,958,13
539,Alabama,2021-07-15,969,21
540,Alabama,2021-07-16,862,18
541,Alabama,2021-07-17,703,14
542,Alabama,2021-07-18,637,12
543,Alabama,2021-07-19,1389,22
544,Alabama,2021-07-20,1556,25
545,Alabama,2021-07-21,1519,21
546,Alabama,2021-07-22,1771,23
547,Alabama,2021-07-23,1870,31
548,Alabama,2021-07-24,1499,30
549,Alabama,2021-07-25,1402,35
550,Alabama,2021-07-26,2700,39
551,Alabama,2021-07-27,2676,51
552,Alabama,2021-07-28,2734,41
553,Alabama,2021-07-29,2787,48
554,Alabama,2021-07-30,2604,48
555,Alabama,2021-07-31,1753,27
556,Alabama,2021-08-01,1702,34
557,Alabama,2021-08-02,3280,61
558,Alabama,2021-08-03,3422,46
559,Alabama,2021-08-04,3805,58
560,Alabama,2021-08-05,3613,59
561,Alabama,2021-08-06,3896,78
562,Alabama,2021-08-07,310,4
563,Alabama,2021-08-08,4535,86
564,Alabama,2021-08-09,3812,91
565,Alabama,2021-08-10,3914,93
566,Alabama,2021-08-11,4185,77
567,Alabama,2021-08-12,3940,78
568,Alabama,2021-08-13,3606,54
569,Alabama,2021-08-14,3264,51
570,Alabama,2021-08-15,2365,41
571,Alabama,2021-08-16,4029,74
572,Alabama,2021-08-17,4619,81
573,Alabama,2021-08-18,3805,62
574,Alabama,2021-08-19,4460,51
575,Alabama,2021-08-20,5471,77
576,Alabama,2021-08-21,3255,53
577,Alabama,2021-08-22,2544,43
578,Alabama,2021-08-23,3493,54
579,Alabama,2021-08-24,3676,63
580,Alabama,2021-08-25,4073,46
581,Alabama,2021-08-26,4981,66
582,Alabama,2021-08-27,6152,87
583,Alabama,2021-08-28,3333,45
584,Alabama,2021-08-29,3093,46
585,Alabama,2021-08-30,5180,87
586,Alabama,2021-08-31,4813,61
587,Alabama,2021-09-01,5222,86
588,Alabama,2021-09-02,5199,84
589,Alabama,2021-09-03,4479,66
590,Alabama,2021-09-04,2866,39
591,Alabama,2021-09-05,2495,47
592,Alabama,2021-09-06,2580,55
593,Alabama,2021-09-07,4841,59
594,Alabama,2021-09-08,4441,62
595,Alabama,2021-09-09,5037,73
596,Alabama,2021-09-10,4426,66
597,Alabama,2021-09-11,1868,28
598,Alabama,2021-09-12,2529,49
599,Alabama,2021-09-13,3920,57
600,Alabama,2021-09-14,3677,59
601,Alabama,2021-09-15,3945,63
602,Alabama,2021-09-16,3085,78
603,Alabama,2021-09-17,3384,49
604,Alabama,2021-09-18,1984,20
605,Alabama,2021-09-19,1839,17
606,Alabama,2021-09-20,3268,67
607,Alabama,2021-09-21,3050,74
608,Alabama,2021-09-22,3297,57
609,Alabama,2021-09-23,2596,52
610,Alabama,2021-09-24,2953,45
611,Alabama,2021-09-25,1559,12
612,Alabama,2021-09-26,1450,23
613,Alabama,2021-09-27,2021,47
614,Alabama,2021-09-28,2132,22
615,Alabama,2021-09-29,1709,36
616,Alabama,2021-09-30,1902,37
617,Alabama,2021-10-01,1436,13
618,Alabama,2021-10-02,887,11
619,Alabama,2021-10-03,710,9
620,Alabama,2021-10-04,1547,30
621,Alabama,2021-10-05,1322,28
622,Alabama,2021-10-06,1309,25
623,Alabama,2021-10-07,1104,9
624,Alabama,2021-10-08,1014,19
625,Alabama,2021-10-09,645,11
626,Alabama,2021-10-10,462,10
627,Alabama,2021-10-11,899,18
628,Alabama,2021-10-12,1119,28
629,Alabama,2021-10-13,1161,25
630,Alabama,2021-10-14,1147,16
631,Alabama,2021-10-15,909,18
632,Alabama,2021-10-16,524,4
633,Alabama,2021-10-17,340,5
634,Alabama,2021-10-18,1048,8
635,Alabama,2021-10-19,734,16
636,Alabama,2021-10-20,1070,6
637,Alabama,2021-10-21,1621,11
638,Alabama,2021-10-22,991,7
639,Alabama,2021-10-23,403,1
640,Alabama,2021-10-24,297,3
641,Alabama,2021-10-25,1000,7
642,Alabama,2021-10-26,7358,6
643,Alabama,2021-10-27,2121,13
644,Alabama,2021-10-28,624,11
645,Alabama,2021-10-29,566,10
646,Alabama,2021-10-30,357,0
647,Alabama,2021-10-31,231,2
648,Alabama,2021-11-01,940,8
649,Alabama,2021-11-02,627,8
650,Alabama,2021-11-03,1186,9
651,Alabama,2021-11-04,766,8
652,Alabama,2021-11-05,610,10
653,Alabama,2021-11-06,265,1
654,Alabama,2021-11-07,220,1
655,Alabama,2021-11-08,1087,8
656,Alabama,2021-11-09,235,5
657,Alabama,2021-11-10,1244,4
658,Alabama,2021-11-11,537,1
659,Alabama,2021-11-12,726,4
660,Alabama,2021-11-13,255,0
661,Alabama,2021-11-14,227,0
662,Alabama,2021-11-15,652,2
663,Alabama,2021-11-16,642,0
664,Alabama,2021-11-17,622,1
665,Alabama,2021-11-18,774,0
666,Alabama,2021-11-19,626,2
667,Alabama,2021-11-20,263,0
668,Alabama,2021-11-21,219,0
669,Alaska,2020-01-23,0,0
670,Alaska,2020-01-24,0,0
671,Alaska,2020-01-25,0,0
672,Alaska,2020-01-26,0,0
673,Alaska,2020-01-27,0,0
674,Alaska,2020-01-28,0,0
675,Alaska,2020-01-29,0,0
676,Alaska,2020-01-30,0,0
677,Alaska,2020-01-31,0,0
678,Alaska,2020-02-01,0,0
679,Alaska,2020-02-02,0,0
680,Alaska,2020-02-03,0,0
681,Alaska,2020-02-04,0,0
682,Alaska,2020-02-05,0,0
683,Alaska,2020-02-06,0,0
684,Alaska,2020-02-07,0,0
685,Alaska,2020-02-08,0,0
686,Alaska,2020-02-09,0,0
687,Alaska,2020-02-10,0,0
688,Alaska,2020-02-11,0,0
689,Alaska,2020-02-12,0,0
690,Alaska,2020-02-13,0,0
691,Alaska,2020-02-14,0,0
692,Alaska,2020-02-15,0,0
693,Alaska,2020-02-16,0,0
694,Alaska,2020-02-17,0,0
695,Alaska,2020-02-18,0,0
696,Alaska,2020-02-19,0,0
697,Alaska,2020-02-20,0,0
698,Alaska,2020-02-21,0,0
699,Alaska,2020-02-22,0,0
700,Alaska,2020-02-23,0,0
701,Alaska,2020-02-24,0,0
702,Alaska,2020-02-25,0,0
703,Alaska,2020-02-26,0,0
704,Alaska,2020-02-27,0,0
705,Alaska,2020-02-28,0,0
706,Alaska,2020-02-29,0,0
707,Alaska,2020-03-01,0,0
708,Alaska,2020-03-02,0,0
709,Alaska,2020-03-03,0,0
710,Alaska,2020-03-04,0,0
711,Alaska,2020-03-05,0,0
712,Alaska,2020-03-06,0,0
713,Alaska,2020-03-07,0,0
714,Alaska,2020-03-08,0,0
715,Alaska,2020-03-09,0,0
716,Alaska,2020-03-10,0,0
717,Alaska,2020-03-11,0,0
718,Alaska,2020-03-12,0,0
719,Alaska,2020-03-13,1,0
720,Alaska,2020-03-14,0,0
721,Alaska,2020-03-15,0,0
722,Alaska,2020-03-16,0,0
723,Alaska,2020-03-17,2,1
724,Alaska,2020-03-18,5,0
725,Alaska,2020-03-19,3,0
726,Alaska,2020-03-20,3,0
727,Alaska,2020-03-21,1,0
728,Alaska,2020-03-22,10,0
729,Alaska,2020-03-23,13,0
730,Alaska,2020-03-24,4,0
731,Alaska,2020-03-25,7,0
732,Alaska,2020-03-26,14,2
733,Alaska,2020-03-27,11,0
734,Alaska,2020-03-28,17,1
735,Alaska,2020-03-29,19,1
736,Alaska,2020-03-30,8,1
737,Alaska,2020-03-31,10,0
738,Alaska,2020-04-01,13,0
739,Alaska,2020-04-02,8,0
740,Alaska,2020-04-03,11,0
741,Alaska,2020-04-04,11,0
742,Alaska,2020-04-05,14,1
743,Alaska,2020-04-06,6,0
744,Alaska,2020-04-07,22,0
745,Alaska,2020-04-08,13,1
746,Alaska,2020-04-09,9,1
747,Alaska,2020-04-10,11,0
748,Alaska,2020-04-11,11,0
749,Alaska,2020-04-12,15,0
750,Alaska,2020-04-13,5,0
751,Alaska,2020-04-14,8,0
752,Alaska,2020-04-15,8,0
753,Alaska,2020-04-16,7,0
754,Alaska,2020-04-17,9,0
755,Alaska,2020-04-18,5,0
756,Alaska,2020-04-19,5,0
757,Alaska,2020-04-20,2,0
758,Alaska,2020-04-21,8,0
759,Alaska,2020-04-22,6,0
